plot_id,fold,matching,Ftype,Altitude
plot_04150,3.0,micmac,M,Moyen
plot_04151,2.0,micmac,D,Moyen
plot_04152,2.0,micmac,M,Faible
plot_04153,2.0,micmac,D,Faible
plot_04154,3.0,micmac,D,Élevé
plot_04155,3.0,micmac,D,Moyen
plot_04156,2.0,micmac,D,Faible
plot_04157,2.0,micmac,D,Moyen
plot_04158,2.0,micmac,D,Faible
plot_04159,2.0,micmac,D,Faible
plot_04160,2.0,micmac,D,Faible
plot_04161,2.0,micmac,D,Faible
plot_04162,2.0,micmac,D,Faible
plot_04163,2.0,micmac,C,Faible
plot_04164,2.0,micmac,M,Faible
plot_04165,2.0,micmac,D,Faible
plot_04166,2.0,micmac,D,Faible
plot_04167,2.0,micmac,D,Faible
plot_04168,2.0,micmac,D,Faible
plot_04169,2.0,micmac,D,Faible
plot_04170,2.0,micmac,D,Faible
plot_04171,2.0,micmac,D,Faible
plot_04172,2.0,micmac,D,Faible
plot_04173,2.0,micmac,D,Faible
plot_04174,2.0,micmac,D,Faible
plot_04175,2.0,micmac,D,Faible
plot_04176,2.0,micmac,M,Faible
plot_04177,2.0,micmac,D,Faible
plot_04178,2.0,micmac,D,Faible
plot_04179,2.0,micmac,D,Faible
plot_04180,3.0,micmac,M,Élevé
plot_04181,3.0,micmac,M,Élevé
plot_04182,3.0,micmac,C,Élevé
plot_04183,3.0,micmac,C,Élevé
plot_04184,3.0,micmac,C,Élevé
plot_04185,3.0,micmac,M,Élevé
plot_04186,3.0,micmac,M,Élevé
plot_04187,3.0,micmac,D,Moyen
plot_04188,3.0,micmac,C,Élevé
plot_04189,3.0,micmac,M,Élevé
plot_04190,3.0,micmac,M,Élevé
plot_04191,3.0,micmac,C,Élevé
plot_04192,3.0,micmac,C,Élevé
plot_04193,3.0,micmac,M,Élevé
plot_04194,3.0,micmac,C,Élevé
plot_04195,3.0,micmac,D,Élevé
plot_04196,3.0,micmac,D,Élevé
plot_04197,3.0,micmac,M,Élevé
plot_04198,3.0,micmac,D,Élevé
plot_04199,3.0,micmac,C,Élevé
plot_04200,3.0,micmac,M,Élevé
plot_04201,3.0,micmac,D,Moyen
plot_04202,3.0,micmac,M,Élevé
plot_04203,3.0,micmac,M,Élevé
plot_04204,3.0,micmac,C,Élevé
plot_04205,3.0,micmac,M,Élevé
plot_04206,3.0,micmac,D,Élevé
plot_04207,2.0,micmac,D,Moyen
plot_04208,3.0,micmac,D,Moyen
plot_04209,3.0,micmac,D,Moyen
plot_04210,3.0,micmac,D,Élevé
plot_04211,3.0,micmac,D,Moyen
plot_04212,3.0,micmac,D,Élevé
plot_04213,3.0,micmac,D,Élevé
plot_04214,2.0,micmac,D,Faible
plot_04215,2.0,micmac,M,Élevé
plot_04216,3.0,micmac,C,Moyen
plot_04217,2.0,micmac,D,Moyen
plot_04218,2.0,micmac,D,Faible
plot_04219,2.0,micmac,D,Faible
plot_04220,2.0,micmac,D,Faible
plot_04221,2.0,micmac,D,Moyen
plot_04222,2.0,micmac,D,Moyen
plot_04223,2.0,micmac,D,Moyen
plot_04224,2.0,micmac,D,Moyen
plot_04225,2.0,micmac,D,Moyen
plot_04226,2.0,micmac,D,Moyen
plot_04227,2.0,micmac,D,Faible
plot_04228,2.0,micmac,D,Moyen
plot_04229,2.0,micmac,D,Moyen
plot_04230,2.0,micmac,D,Moyen
plot_04231,2.0,micmac,D,Moyen
plot_04232,2.0,micmac,D,Moyen
plot_04233,2.0,micmac,D,Moyen
plot_04234,3.0,micmac,M,Élevé
plot_04235,2.0,micmac,D,Moyen
plot_04236,2.0,micmac,D,Moyen
plot_04237,2.0,micmac,M,Moyen
plot_04238,2.0,micmac,D,Moyen
plot_04239,2.0,micmac,D,Moyen
plot_04240,2.0,micmac,D,Moyen
plot_04241,2.0,micmac,D,Moyen
plot_04242,3.0,micmac,M,Élevé
plot_04243,2.0,micmac,D,Élevé
plot_04244,3.0,micmac,C,Élevé
plot_04245,3.0,micmac,M,Élevé
plot_04246,3.0,micmac,C,Élevé
plot_04247,3.0,micmac,D,Élevé
plot_04248,3.0,micmac,M,Élevé
plot_04249,3.0,micmac,C,Élevé
plot_04250,3.0,micmac,D,Élevé
plot_04251,3.0,micmac,C,Élevé
plot_04252,3.0,micmac,D,Élevé
plot_04253,3.0,micmac,C,Élevé
plot_04254,3.0,micmac,D,Élevé
plot_04255,3.0,micmac,C,Élevé
plot_04256,3.0,micmac,D,Élevé
plot_04257,3.0,micmac,C,Élevé
plot_04258,3.0,micmac,C,Élevé
plot_04259,3.0,micmac,C,Élevé
plot_04260,3.0,micmac,M,Moyen
plot_04261,3.0,micmac,D,Élevé
plot_04262,3.0,micmac,D,Moyen
plot_04263,3.0,micmac,M,Élevé
plot_04264,3.0,micmac,M,Élevé
plot_04265,3.0,micmac,D,Élevé
plot_04266,3.0,micmac,C,Élevé
plot_04267,2.0,micmac,D,Moyen
plot_04268,2.0,micmac,D,Moyen
plot_04269,3.0,micmac,D,Élevé
plot_04270,3.0,micmac,D,Élevé
plot_04271,3.0,micmac,D,Moyen
plot_04272,3.0,micmac,C,Élevé
plot_04273,2.0,micmac,D,Faible
plot_04274,3.0,micmac,D,Moyen
plot_04275,3.0,micmac,D,Moyen
plot_04276,3.0,micmac,D,Moyen
plot_04277,3.0,micmac,D,Faible
plot_04278,2.0,micmac,D,Faible
plot_04279,2.0,micmac,D,Moyen
plot_04280,2.0,micmac,D,Moyen
plot_04367,2.0,micmac,D,Moyen
plot_04368,2.0,micmac,D,Moyen
plot_04369,3.0,micmac,C,Élevé
plot_04370,3.0,micmac,C,Élevé
plot_04371,2.0,micmac,D,Moyen
plot_04373,3.0,micmac,C,Élevé
plot_04374,3.0,micmac,D,Moyen
plot_04375,2.0,micmac,M,Moyen
plot_04376,3.0,micmac,D,Moyen
plot_04377,3.0,micmac,D,Élevé
plot_04378,3.0,micmac,C,Moyen
plot_04379,3.0,micmac,D,Moyen
plot_04380,2.0,micmac,D,Moyen
plot_04381,2.0,micmac,D,Moyen
plot_04382,2.0,micmac,D,Moyen
plot_04383,3.0,micmac,D,Élevé
plot_04384,2.0,micmac,D,Moyen
plot_04385,2.0,micmac,M,Moyen
plot_04386,2.0,micmac,D,Moyen
plot_04387,2.0,micmac,M,Moyen
plot_04388,2.0,micmac,D,Moyen
plot_04389,2.0,micmac,M,Moyen
plot_04390,2.0,micmac,D,Moyen
plot_04391,2.0,micmac,D,Moyen
plot_04392,2.0,micmac,C,Élevé
plot_04393,2.0,micmac,M,Élevé
plot_04394,2.0,micmac,D,Moyen
plot_04395,2.0,micmac,D,Moyen
plot_04396,2.0,micmac,D,Élevé
plot_04397,2.0,micmac,D,Moyen
plot_04398,2.0,micmac,D,Élevé
plot_04399,2.0,micmac,D,Moyen
plot_04400,2.0,micmac,D,Moyen
plot_04401,2.0,micmac,D,Moyen
plot_04402,2.0,micmac,D,Moyen
plot_04403,2.0,micmac,D,Moyen
plot_04404,2.0,micmac,D,Moyen
plot_04405,3.0,micmac,C,Moyen
plot_04406,3.0,micmac,D,Élevé
plot_04407,2.0,micmac,D,Moyen
plot_04408,2.0,micmac,D,Moyen
plot_04409,3.0,micmac,C,Moyen
plot_04410,3.0,micmac,D,Élevé
plot_04411,3.0,micmac,C,Élevé
plot_04412,2.0,micmac,D,Moyen
plot_04413,3.0,micmac,D,Moyen
plot_04414,2.0,micmac,D,Moyen
plot_04415,2.0,micmac,D,Moyen
plot_04416,3.0,micmac,D,Élevé
plot_04417,2.0,micmac,D,Moyen
plot_04418,2.0,micmac,D,Faible
plot_04419,2.0,micmac,D,Moyen
plot_04420,2.0,micmac,D,Moyen
plot_04421,2.0,micmac,D,Moyen
plot_04422,2.0,micmac,D,Faible
plot_04423,2.0,micmac,D,Moyen
plot_04424,2.0,micmac,D,Moyen
plot_04425,2.0,micmac,D,Moyen
plot_04426,3.0,micmac,D,Moyen
plot_04427,3.0,micmac,D,Élevé
plot_04428,2.0,micmac,D,Moyen
plot_04429,2.0,micmac,D,Moyen
plot_04430,2.0,micmac,D,Faible
plot_04431,2.0,micmac,D,Faible
plot_04432,2.0,micmac,D,Moyen
plot_04433,2.0,micmac,D,Faible
plot_04434,2.0,micmac,D,Faible
plot_04435,2.0,micmac,D,Faible
plot_04436,2.0,micmac,D,Moyen
plot_04437,2.0,micmac,D,Faible
plot_04438,2.0,micmac,D,Faible
plot_04439,2.0,micmac,D,Faible
plot_04440,2.0,micmac,D,Moyen
plot_04441,2.0,micmac,D,Moyen
plot_04442,2.0,micmac,D,Faible
plot_04443,2.0,micmac,D,Moyen
plot_04444,3.0,micmac,D,Moyen
plot_04445,1.0,micmac,D,Faible
plot_04446,1.0,micmac,C,Moyen
plot_04447,1.0,micmac,C,Faible
plot_04448,1.0,micmac,D,Faible
plot_04449,1.0,micmac,D,Faible
plot_04450,1.0,micmac,D,Faible
plot_04451,1.0,micmac,D,Faible
plot_04452,1.0,micmac,D,Faible
plot_04453,1.0,micmac,D,Faible
plot_04454,1.0,micmac,D,Faible
plot_04455,1.0,micmac,D,Moyen
plot_04456,1.0,micmac,D,Moyen
plot_04457,1.0,micmac,D,Faible
plot_04458,1.0,micmac,D,Faible
plot_04459,1.0,micmac,C,Faible
plot_04460,1.0,micmac,D,Faible
plot_04461,1.0,micmac,C,Faible
plot_04462,1.0,micmac,D,Faible
plot_04463,1.0,micmac,C,Faible
plot_04464,1.0,micmac,D,Faible
plot_04465,1.0,micmac,C,Faible
plot_04466,1.0,micmac,D,Faible
plot_04467,1.0,micmac,D,Faible
plot_04468,1.0,micmac,C,Faible
plot_04469,1.0,micmac,D,Faible
plot_04470,1.0,micmac,D,Faible
plot_04471,1.0,micmac,D,Faible
plot_04472,1.0,micmac,C,Faible
plot_04473,1.0,micmac,D,Faible
plot_04474,1.0,micmac,D,Faible
plot_04475,1.0,micmac,C,Faible
plot_04476,1.0,micmac,D,Faible
plot_04477,1.0,micmac,D,Faible
plot_04478,1.0,micmac,D,Faible
plot_04479,1.0,micmac,M,Faible
plot_04480,1.0,micmac,D,Faible
plot_04481,1.0,micmac,C,Faible
plot_04482,1.0,micmac,C,Faible
plot_04483,1.0,micmac,D,Faible
plot_04484,1.0,micmac,D,Faible
plot_04485,1.0,micmac,D,Faible
plot_04486,1.0,micmac,D,Faible
plot_04487,1.0,micmac,D,Faible
plot_04488,1.0,micmac,D,Faible
plot_04489,1.0,micmac,D,Faible
plot_04490,1.0,micmac,D,Faible
plot_04491,1.0,micmac,D,Faible
plot_04492,1.0,micmac,D,Faible
plot_04493,2.0,micmac,D,Moyen
plot_04494,3.0,micmac,D,Élevé
plot_04495,3.0,micmac,M,Élevé
plot_04496,3.0,micmac,D,Moyen
plot_04497,3.0,micmac,D,Élevé
plot_04498,3.0,micmac,C,Élevé
plot_04499,2.0,micmac,M,Élevé
plot_04500,3.0,micmac,D,Moyen
plot_04501,2.0,micmac,D,Moyen
plot_04502,3.0,micmac,C,Élevé
plot_04503,3.0,micmac,D,Élevé
plot_04504,3.0,micmac,D,Élevé
plot_04505,3.0,micmac,D,Élevé
plot_04506,3.0,micmac,D,Élevé
plot_04507,3.0,micmac,M,Élevé
plot_04508,3.0,micmac,M,Élevé
plot_04509,3.0,micmac,C,Élevé
plot_04510,3.0,micmac,M,Élevé
plot_04511,2.0,micmac,D,Élevé
plot_04512,3.0,micmac,M,Élevé
plot_04513,2.0,micmac,D,Moyen
plot_04514,2.0,micmac,D,Élevé
plot_04515,3.0,micmac,C,Élevé
plot_04516,3.0,micmac,M,Élevé
plot_04517,3.0,micmac,C,Élevé
plot_04518,3.0,micmac,M,Élevé
plot_04519,3.0,micmac,M,Élevé
plot_04520,3.0,micmac,M,Élevé
plot_04521,3.0,micmac,M,Élevé
plot_04522,3.0,micmac,M,Élevé
plot_04523,3.0,micmac,C,Élevé
plot_04524,3.0,micmac,M,Élevé
plot_04525,3.0,micmac,C,Élevé
plot_04526,3.0,micmac,M,Élevé
plot_04527,3.0,micmac,D,Élevé
plot_04528,3.0,micmac,M,Élevé
plot_04529,3.0,micmac,C,Élevé
plot_04530,3.0,micmac,D,Élevé
plot_04531,3.0,micmac,C,Élevé
plot_04532,3.0,micmac,D,Élevé
plot_04533,3.0,micmac,C,Élevé
plot_04534,3.0,micmac,M,Élevé
plot_04535,3.0,micmac,D,Élevé
plot_04536,3.0,micmac,C,Élevé
plot_04537,3.0,micmac,D,Élevé
plot_04538,3.0,micmac,M,Élevé
plot_04539,3.0,micmac,C,Élevé
plot_04540,3.0,micmac,C,Élevé
plot_04595,1.0,micmac,D,Faible
plot_04596,1.0,micmac,D,Faible
plot_04597,1.0,micmac,D,Faible
plot_04598,1.0,micmac,D,Faible
plot_04599,1.0,micmac,D,Faible
plot_04600,1.0,micmac,D,Faible
plot_04601,1.0,micmac,D,Faible
plot_04602,1.0,micmac,M,Faible
plot_04603,1.0,micmac,C,Faible
plot_04604,1.0,micmac,C,Faible
plot_04605,1.0,micmac,D,Faible
plot_04606,1.0,micmac,D,Faible
plot_04607,1.0,micmac,D,Faible
plot_04608,1.0,micmac,D,Faible
plot_04609,1.0,micmac,D,Faible
plot_04610,1.0,micmac,C,Faible
plot_04611,1.0,micmac,D,Faible
plot_04612,1.0,micmac,D,Faible
plot_04613,1.0,micmac,C,Faible
plot_04614,1.0,micmac,D,Faible
plot_04615,1.0,micmac,D,Faible
plot_04616,1.0,micmac,C,Faible
plot_04617,1.0,micmac,D,Faible
plot_04618,1.0,micmac,D,Faible
plot_04619,1.0,micmac,D,Faible
plot_04620,1.0,micmac,D,Faible
plot_04621,1.0,micmac,D,Faible
plot_04622,1.0,micmac,D,Faible
plot_04623,1.0,micmac,D,Faible
plot_04624,1.0,micmac,D,Faible
plot_04625,1.0,micmac,D,Faible
plot_04626,1.0,micmac,D,Faible
plot_04627,1.0,micmac,D,Faible
plot_04628,1.0,micmac,D,Faible
plot_04629,1.0,micmac,M,Faible
plot_04630,1.0,micmac,D,Faible
plot_04631,1.0,micmac,D,Faible
plot_04632,1.0,micmac,D,Faible
plot_04633,1.0,micmac,D,Faible
plot_04634,1.0,micmac,D,Faible
plot_04635,1.0,micmac,D,Faible
plot_04636,1.0,micmac,M,Faible
plot_04637,1.0,micmac,C,Moyen
plot_04638,1.0,micmac,D,Faible
plot_04690,1.0,micmac,D,Faible
plot_04691,1.0,micmac,D,Faible
plot_04692,1.0,micmac,D,Faible
plot_04693,1.0,micmac,D,Faible
plot_04694,1.0,micmac,M,Faible
plot_04695,1.0,micmac,D,Faible
plot_04696,1.0,micmac,C,Faible
plot_04697,1.0,micmac,C,Faible
plot_04698,1.0,micmac,D,Faible
plot_04699,1.0,micmac,D,Faible
plot_04700,1.0,micmac,D,Faible
plot_04701,1.0,micmac,D,Faible
plot_04702,1.0,micmac,D,Faible
plot_04703,1.0,micmac,D,Faible
plot_04704,1.0,micmac,D,Faible
plot_04705,1.0,micmac,D,Faible
plot_04706,1.0,micmac,D,Faible
plot_04707,1.0,micmac,D,Faible
plot_04708,1.0,micmac,D,Faible
plot_04709,1.0,micmac,D,Faible
plot_04710,1.0,micmac,D,Faible
plot_04711,1.0,micmac,D,Faible
plot_04712,1.0,micmac,D,Faible
plot_04713,1.0,micmac,D,Faible
plot_04714,1.0,micmac,D,Faible
plot_04715,1.0,micmac,D,Faible
plot_04716,1.0,micmac,M,Faible
plot_04717,1.0,micmac,D,Faible
plot_04718,1.0,micmac,D,Faible
plot_04719,1.0,micmac,D,Faible
plot_04720,2.0,micmac,D,Faible
plot_04721,2.0,micmac,D,Faible
plot_04722,2.0,micmac,D,Faible
plot_04723,2.0,micmac,D,Faible
plot_04724,2.0,micmac,D,Faible
plot_04725,2.0,micmac,D,Faible
plot_04726,2.0,micmac,D,Faible
plot_04727,1.0,micmac,C,Faible
plot_04728,1.0,micmac,D,Faible
plot_04729,1.0,micmac,D,Faible
plot_04730,1.0,micmac,D,Faible
plot_04731,1.0,micmac,D,Faible
plot_04732,1.0,micmac,D,Faible
plot_04733,1.0,micmac,D,Faible
plot_04734,1.0,micmac,D,Moyen
plot_04735,1.0,micmac,D,Faible
plot_04736,1.0,micmac,D,Faible
plot_04737,1.0,micmac,D,Faible
plot_04738,1.0,micmac,D,Faible
plot_04739,1.0,micmac,D,Faible
plot_04740,1.0,micmac,D,Faible
plot_04741,1.0,micmac,M,Faible
plot_04742,1.0,micmac,D,Faible
plot_04743,1.0,micmac,M,Faible
plot_04744,1.0,micmac,C,Faible
plot_04745,1.0,micmac,D,Faible
plot_04746,1.0,micmac,D,Faible
plot_04747,1.0,micmac,D,Faible
plot_04748,1.0,micmac,D,Faible
plot_04749,1.0,micmac,D,Faible
plot_04750,1.0,micmac,D,Faible
plot_04751,1.0,micmac,D,Faible
plot_04752,2.0,micmac,D,Moyen
plot_04753,2.0,micmac,D,Faible
plot_04754,2.0,micmac,D,Moyen
plot_04755,2.0,micmac,D,Faible
plot_04756,2.0,micmac,C,Moyen
plot_04757,2.0,micmac,D,Moyen
plot_04758,2.0,micmac,D,Moyen
plot_04759,2.0,micmac,D,Moyen
plot_04760,2.0,micmac,D,Moyen
plot_04761,2.0,micmac,D,Moyen
plot_04762,2.0,micmac,D,Faible
plot_04763,2.0,micmac,D,Moyen
plot_04764,2.0,micmac,D,Faible
plot_04765,2.0,micmac,D,Faible
plot_04766,2.0,micmac,D,Faible
plot_04767,2.0,micmac,D,Moyen
plot_04768,2.0,micmac,D,Moyen
plot_04769,2.0,micmac,D,Moyen
plot_04770,2.0,micmac,D,Moyen
plot_04771,2.0,micmac,D,Moyen
plot_04772,2.0,micmac,D,Moyen
plot_04773,2.0,micmac,D,Moyen
plot_04774,3.0,micmac,M,Élevé
plot_04775,2.0,micmac,D,Moyen
plot_04776,2.0,micmac,D,Moyen
plot_04777,2.0,micmac,D,Faible
plot_04778,2.0,micmac,D,Faible
plot_04779,2.0,micmac,D,Élevé
plot_04780,2.0,micmac,D,Moyen
plot_04781,3.0,micmac,D,Moyen
plot_04782,2.0,micmac,D,Moyen
plot_04783,2.0,micmac,D,Moyen
plot_04784,3.0,micmac,D,Élevé
plot_04785,2.0,micmac,D,Moyen
plot_04786,3.0,micmac,M,Élevé
plot_04787,2.0,micmac,D,Moyen
plot_04788,3.0,micmac,C,Moyen
plot_04789,3.0,micmac,D,Élevé
plot_04790,3.0,micmac,D,Élevé
plot_04791,3.0,micmac,M,Élevé
plot_04792,3.0,micmac,C,Élevé
plot_04793,3.0,micmac,D,Élevé
plot_04794,3.0,micmac,D,Élevé
plot_04795,3.0,micmac,D,Moyen
plot_04796,3.0,micmac,D,Élevé
plot_04797,3.0,micmac,D,Élevé
plot_04798,3.0,micmac,D,Élevé
plot_04799,3.0,micmac,D,Élevé
plot_04800,3.0,micmac,C,Élevé
plot_04801,3.0,micmac,C,Élevé
plot_04802,2.0,micmac,D,Moyen
plot_04803,2.0,micmac,D,Faible
plot_04804,2.0,micmac,D,Faible
plot_04805,2.0,micmac,D,Moyen
plot_04806,2.0,micmac,D,Faible
plot_04807,2.0,micmac,D,Faible
plot_04808,2.0,micmac,D,Faible
plot_04809,2.0,micmac,D,Faible
plot_04810,2.0,micmac,D,Moyen
plot_04811,2.0,micmac,D,Faible
plot_04812,2.0,micmac,D,Faible
plot_04813,2.0,micmac,D,Faible
plot_04814,2.0,micmac,D,Faible
plot_04815,2.0,micmac,D,Faible
plot_04816,2.0,micmac,C,Faible
plot_04817,2.0,micmac,D,Faible
plot_04818,2.0,micmac,D,Faible
plot_04819,2.0,micmac,D,Faible
plot_04820,2.0,micmac,D,Moyen
plot_04821,2.0,micmac,D,Moyen
plot_04822,2.0,micmac,D,Moyen
plot_04823,2.0,micmac,C,Moyen
plot_04824,2.0,micmac,D,Moyen
plot_04825,2.0,micmac,D,Moyen
plot_04826,2.0,micmac,D,Moyen
plot_04827,2.0,micmac,D,Moyen
plot_04828,2.0,micmac,D,Élevé
plot_04829,2.0,micmac,D,Moyen
plot_04830,2.0,micmac,M,Moyen
plot_04831,2.0,micmac,D,Moyen
plot_04832,2.0,micmac,D,Moyen
plot_04833,2.0,micmac,D,Élevé
plot_04834,2.0,micmac,M,Élevé
plot_04835,2.0,micmac,D,Élevé
plot_04836,2.0,micmac,M,Moyen
plot_04837,2.0,micmac,D,Moyen
plot_04838,2.0,micmac,D,Moyen
plot_04839,2.0,micmac,D,Moyen
plot_04840,2.0,micmac,D,Élevé
plot_04841,2.0,micmac,D,Élevé
plot_04842,2.0,micmac,C,Moyen
plot_04843,2.0,micmac,D,Moyen
plot_04844,2.0,micmac,M,Élevé
plot_04845,2.0,micmac,D,Moyen
plot_04846,3.0,micmac,D,Élevé
plot_04847,3.0,micmac,D,Élevé
plot_04848,2.0,micmac,M,Élevé
plot_04849,2.0,micmac,C,Moyen
plot_04850,2.0,micmac,M,Moyen
plot_04851,2.0,micmac,D,Moyen
plot_04852,2.0,micmac,M,Moyen
plot_04853,2.0,micmac,D,Moyen
plot_04854,2.0,micmac,D,Moyen
plot_04855,2.0,micmac,D,Élevé
plot_04856,2.0,micmac,C,Moyen
plot_04857,3.0,micmac,C,Élevé
plot_04858,2.0,micmac,M,Moyen
plot_04859,2.0,micmac,D,Moyen
plot_04860,2.0,micmac,C,Moyen
plot_04861,2.0,micmac,D,Moyen
plot_04862,3.0,micmac,C,Élevé
plot_04863,3.0,micmac,D,Élevé
plot_04864,3.0,micmac,C,Élevé
plot_04865,2.0,micmac,C,Moyen
plot_04866,2.0,micmac,M,Moyen
plot_04867,2.0,micmac,M,Moyen
plot_04868,2.0,micmac,D,Moyen
plot_04869,2.0,micmac,D,Moyen
plot_04870,2.0,micmac,C,Moyen
plot_04871,2.0,micmac,M,Faible
plot_04872,3.0,micmac,D,Élevé
plot_04873,3.0,micmac,M,Élevé
plot_04874,3.0,micmac,C,Élevé
plot_04875,3.0,micmac,C,Élevé
plot_04876,3.0,micmac,M,Élevé
plot_04877,3.0,micmac,M,Moyen
plot_04878,2.0,micmac,M,Moyen
plot_04879,2.0,micmac,M,Faible
plot_04880,2.0,micmac,D,Faible
plot_04881,3.0,micmac,D,Faible
plot_04882,3.0,micmac,D,Moyen
plot_04883,3.0,micmac,D,Moyen
plot_04884,3.0,micmac,D,Élevé
plot_04885,2.0,micmac,C,Moyen
plot_04886,2.0,micmac,D,Moyen
plot_04887,3.0,micmac,M,Faible
plot_04888,3.0,micmac,D,Faible
plot_04889,2.0,micmac,M,Moyen
plot_04890,3.0,micmac,M,Faible
plot_04891,3.0,micmac,C,Faible
plot_04892,3.0,micmac,D,Faible
plot_04893,3.0,micmac,D,Moyen
plot_04894,3.0,micmac,D,Faible
plot_04895,3.0,micmac,D,Moyen
plot_04896,3.0,micmac,D,Faible
plot_04897,3.0,micmac,M,Moyen
plot_04898,3.0,micmac,D,Faible
plot_04899,3.0,micmac,D,Faible
plot_04900,3.0,micmac,D,Faible
plot_04901,3.0,micmac,D,Faible
plot_04902,3.0,micmac,D,Faible
plot_04903,3.0,micmac,C,Moyen
plot_04904,3.0,micmac,M,Faible
plot_04905,2.0,micmac,C,Faible
plot_04906,2.0,micmac,D,Moyen
plot_04907,2.0,micmac,C,Moyen
plot_04908,2.0,micmac,D,Faible
plot_04909,2.0,micmac,C,Moyen
plot_04910,2.0,micmac,D,Élevé
plot_04911,2.0,micmac,M,Élevé
plot_04912,2.0,micmac,M,Moyen
plot_04913,2.0,micmac,D,Élevé
plot_04914,3.0,micmac,M,Élevé
plot_04915,2.0,micmac,C,Élevé
plot_04916,2.0,micmac,D,Élevé
plot_04917,2.0,micmac,M,Élevé
plot_04918,2.0,micmac,M,Moyen
plot_04919,2.0,micmac,M,Moyen
plot_04920,2.0,micmac,M,Moyen
plot_04921,2.0,micmac,D,Élevé
plot_04922,2.0,micmac,M,Élevé
plot_04923,2.0,micmac,D,Élevé
plot_04924,2.0,micmac,D,Moyen
plot_04925,2.0,micmac,M,Moyen
plot_04926,2.0,micmac,M,Moyen
plot_04927,2.0,micmac,M,Élevé
plot_04928,2.0,micmac,D,Élevé
plot_04929,2.0,micmac,D,Moyen
plot_04930,2.0,micmac,D,Moyen
plot_04931,2.0,micmac,D,Élevé
plot_04932,2.0,micmac,D,Élevé
plot_04933,2.0,micmac,C,Élevé
plot_04934,2.0,micmac,D,Moyen
plot_04935,2.0,micmac,C,Faible
plot_04936,2.0,micmac,M,Faible
plot_04937,1.0,micmac,C,Faible
plot_04938,1.0,micmac,D,Faible
plot_04939,1.0,micmac,D,Faible
plot_04940,1.0,micmac,D,Faible
plot_04941,1.0,micmac,D,Faible
plot_04942,1.0,micmac,C,Faible
plot_04943,1.0,micmac,C,Faible
plot_04944,1.0,micmac,D,Faible
plot_04945,1.0,micmac,D,Faible
plot_04946,1.0,micmac,D,Faible
plot_04947,1.0,micmac,D,Faible
plot_04948,1.0,micmac,D,Faible
plot_04949,1.0,micmac,D,Faible
plot_04950,1.0,micmac,D,Moyen
plot_04951,1.0,micmac,D,Faible
plot_04952,1.0,micmac,D,Faible
plot_04953,1.0,micmac,D,Faible
plot_04954,1.0,micmac,C,Faible
plot_04955,1.0,micmac,D,Faible
plot_04956,1.0,micmac,D,Faible
plot_04957,1.0,micmac,D,Faible
plot_04958,2.0,micmac,D,Faible
plot_04959,1.0,micmac,D,Faible
plot_04960,1.0,micmac,D,Faible
plot_04961,1.0,micmac,D,Faible
plot_04962,1.0,micmac,D,Faible
plot_04963,1.0,micmac,C,Faible
plot_04964,1.0,micmac,D,Faible
plot_04965,1.0,micmac,D,Faible
plot_04966,1.0,micmac,D,Faible
plot_04967,1.0,micmac,D,Faible
plot_04968,1.0,micmac,C,Faible
plot_04969,1.0,micmac,D,Faible
plot_04970,1.0,micmac,D,Faible
plot_04971,1.0,micmac,D,Faible
plot_04972,1.0,micmac,D,Faible
plot_04973,1.0,micmac,D,Faible
plot_04974,1.0,micmac,C,Faible
plot_04975,1.0,micmac,M,Faible
plot_04976,1.0,micmac,D,Faible
plot_04977,1.0,micmac,M,Faible
plot_04978,1.0,micmac,D,Faible
plot_04979,1.0,micmac,D,Faible
plot_04980,1.0,micmac,D,Faible
plot_04981,1.0,micmac,D,Faible
plot_04982,2.0,micmac,D,Faible
plot_04983,1.0,micmac,M,Faible
plot_04984,2.0,micmac,D,Faible
plot_04985,1.0,micmac,D,Faible
plot_04986,1.0,micmac,D,Faible
plot_04987,2.0,micmac,D,Faible
plot_04988,1.0,micmac,C,Faible
plot_04989,1.0,micmac,D,Faible
plot_04990,1.0,micmac,D,Faible
plot_04991,1.0,micmac,C,Faible
plot_04992,1.0,micmac,D,Faible
plot_04993,1.0,micmac,D,Faible
plot_04994,1.0,micmac,D,Faible
plot_04995,1.0,micmac,D,Faible
plot_04996,1.0,micmac,D,Faible
plot_04997,1.0,micmac,D,Faible
plot_04998,2.0,micmac,M,Faible
plot_04999,1.0,micmac,D,Faible
plot_05000,1.0,micmac,D,Faible
plot_05001,1.0,micmac,D,Faible
plot_05002,2.0,micmac,D,Faible
plot_05003,2.0,micmac,D,Faible
plot_05004,1.0,micmac,D,Faible
plot_05005,2.0,micmac,D,Moyen
plot_05006,2.0,micmac,D,Moyen
plot_05007,2.0,micmac,D,Moyen
plot_05008,2.0,micmac,D,Moyen
plot_05009,2.0,micmac,D,Moyen
plot_05010,2.0,micmac,D,Moyen
plot_05011,2.0,micmac,M,Moyen
plot_05012,2.0,micmac,M,Moyen
plot_05013,2.0,micmac,D,Moyen
plot_05014,2.0,micmac,D,Moyen
plot_05015,2.0,micmac,D,Moyen
plot_05016,2.0,micmac,D,Moyen
plot_05017,2.0,micmac,D,Moyen
plot_05018,2.0,micmac,D,Moyen
plot_05019,2.0,micmac,M,Moyen
plot_05020,2.0,micmac,D,Moyen
plot_05021,2.0,micmac,D,Moyen
